Decade,Name,Gender,Births,Rank
1920,Robert,Male,576373,1
1920,John,Male,564054,2
1920,James,Male,515301,3
1920,William,Male,512403,4
1920,Charles,Male,298031,5
1920,George,Male,261945,6
1920,Joseph,Male,243811,7
1920,Richard,Male,222602,8
1920,Edward,Male,197348,9
1920,Donald,Male,191819,10
1920,Thomas,Male,161109,11
1920,Frank,Male,151830,12
1920,Harold,Male,133585,13
1920,Paul,Male,132387,14
1920,Raymond,Male,124213,15
1920,Walter,Male,119810,16
1920,Jack,Male,115985,17
1920,Henry,Male,104553,18
1920,Kenneth,Male,99490,19
1920,Arthur,Male,97112,20
1920,Albert,Male,94432,21
1920,David,Male,88739,22
1920,Harry,Male,86183,23
1920,Eugene,Male,84755,24
1920,Ralph,Male,84466,25
1920,Howard,Male,70347,26
1920,Carl,Male,69852,27
1920,Willie,Male,67992,28
1920,Louis,Male,67694,29
1920,Clarence,Male,66575,30
1920,Earl,Male,63603,31
1920,Roy,Male,63259,32
1920,Fred,Male,62743,33
1920,Joe,Male,62676,34
1920,Francis,Male,59096,35
1920,Lawrence,Male,56866,36
1920,Herbert,Male,56531,37
1920,Leonard,Male,53794,38
1920,Ernest,Male,53654,39
1920,Alfred,Male,50156,40
1920,Anthony,Male,50056,41
1920,Stanley,Male,49456,42
1920,Norman,Male,49363,43
1920,Gerald,Male,44522,44
1920,Daniel,Male,43412,45
1920,Samuel,Male,43362,46
1920,Bernard,Male,42410,47
1920,Billy,Male,42096,48
1920,Melvin,Male,40583,49
1920,Marvin,Male,39588,50
1920,Warren,Male,38775,51
1920,Michael,Male,37894,52
1920,Leroy,Male,37870,53
1920,Russell,Male,37208,54
1920,Leo,Male,36960,55
1920,Andrew,Male,35953,56
1920,Edwin,Male,35255,57
1920,Elmer,Male,34919,58
1920,Peter,Male,34069,59
1920,Floyd,Male,33157,60
1920,Lloyd,Male,33126,61
1920,Ray,Male,32045,62
1920,Frederick,Male,31513,63
1920,Theodore,Male,31287,64
1920,Clifford,Male,31243,65
1920,Vernon,Male,29432,66
1920,Herman,Male,29011,67
1920,Clyde,Male,28955,68
1920,Chester,Male,28435,69
1920,Philip,Male,27268,70
1920,Alvin,Male,26872,71
1920,Lester,Male,26513,72
1920,Wayne,Male,26402,73
1920,Vincent,Male,26238,74
1920,Gordon,Male,25622,75
1920,Leon,Male,25577,76
1920,Lewis,Male,25327,77
1920,Charlie,Male,25176,78
1920,Glenn,Male,25157,79
1920,Calvin,Male,24784,80
1920,Martin,Male,24242,81
1920,Milton,Male,24198,82
1920,Lee,Male,23556,83
1920,Jesse,Male,23170,84
1920,Dale,Male,22751,85
1920,Cecil,Male,22528,86
1920,Bill,Male,22291,87
1920,Harvey,Male,21786,88
1920,Roger,Male,21753,89
1920,Victor,Male,21498,90
1920,Benjamin,Male,21028,91
1920,Wallace,Male,20915,92
1920,Ronald,Male,20895,93
1920,Sam,Male,20844,94
1920,Allen,Male,20092,95
1920,Arnold,Male,19531,96
1920,Willard,Male,18441,97
1920,Gilbert,Male,18233,98
1920,Edgar,Male,18037,99
1920,Oscar,Male,17740,100
1930,Robert,Male,590787,1
1930,James,Male,547462,2
1930,John,Male,487932,3
1930,William,Male,416720,4
1930,Richard,Male,330481,5
1930,Charles,Male,303205,6
1930,Donald,Male,283705,7
1930,George,Male,192285,8
1930,Thomas,Male,183867,9
1930,Joseph,Male,180557,10
1930,David,Male,164694,11
1930,Edward,Male,147842,12
1930,Ronald,Male,140331,13
1930,Paul,Male,125767,14
1930,Kenneth,Male,125103,15
1930,Frank,Male,108085,16
1930,Raymond,Male,99580,17
1930,Jack,Male,96393,18
1930,Harold,Male,95467,19
1930,Billy,Male,88339,20
1930,Gerald,Male,82816,21
1930,Walter,Male,80903,22
1930,Jerry,Male,80688,23
1930,Joe,Male,71466,24
1930,Eugene,Male,70939,25
1930,Henry,Male,70417,26
1930,Bobby,Male,69416,27
1930,Arthur,Male,67730,28
1930,Carl,Male,66754,29
1930,Larry,Male,65247,30
1930,Ralph,Male,63800,31
1930,Albert,Male,62827,32
1930,Willie,Male,62467,33
1930,Fred,Male,56162,34
1930,Michael,Male,56001,35
1930,Lawrence,Male,54486,36
1930,Harry,Male,53116,37
1930,Howard,Male,51494,38
1930,Roy,Male,51494,39
1930,Norman,Male,49987,40
1930,Roger,Male,49611,41
1930,Daniel,Male,47998,42
1930,Louis,Male,47750,43
1930,Earl,Male,44611,44
1930,Gary,Male,43592,45
1930,Clarence,Male,42674,46
1930,Anthony,Male,42541,47
1930,Francis,Male,41384,48
1930,Wayne,Male,41139,49
1930,Marvin,Male,41084,50
1930,Ernest,Male,39343,51
1930,Leonard,Male,39214,52
1930,Herbert,Male,37821,53
1930,Melvin,Male,37705,54
1930,Stanley,Male,37130,55
1930,Leroy,Male,36256,56
1930,Don,Male,35978,57
1930,Peter,Male,35821,58
1930,Jimmy,Male,35397,59
1930,Alfred,Male,34390,60
1930,Dale,Male,32535,61
1930,Bill,Male,32333,62
1930,Samuel,Male,32133,63
1930,Bernard,Male,30544,64
1930,Ray,Male,30211,65
1930,Gene,Male,29312,66
1930,Philip,Male,28847,67
1930,Russell,Male,28840,68
1930,Frederick,Male,26603,69
1930,Franklin,Male,26380,70
1930,Dennis,Male,26367,71
1930,Douglas,Male,26032,72
1930,Jimmie,Male,25811,73
1930,Gordon,Male,25458,74
1930,Andrew,Male,25023,75
1930,Theodore,Male,24957,76
1930,Floyd,Male,24887,77
1930,Johnny,Male,24595,78
1930,Allen,Male,24356,79
1930,Glenn,Male,24221,80
1930,Bruce,Male,24119,81
1930,Edwin,Male,24021,82
1930,Lee,Male,23953,83
1930,Lloyd,Male,23797,84
1930,Bob,Male,23291,85
1930,Clifford,Male,23099,86
1930,Leon,Male,23005,87
1930,Leo,Male,22863,88
1930,Clyde,Male,22452,89
1930,Eddie,Male,22329,90
1930,Vernon,Male,22196,91
1930,Martin,Male,21928,92
1930,Alvin,Male,21485,93
1930,Jim,Male,20823,94
1930,Herman,Male,20319,95
1930,Lewis,Male,20018,96
1930,Harvey,Male,19904,97
1930,Tommy,Male,19857,98
1930,Vincent,Male,19405,99
1930,Charlie,Male,19154,100
1940,James,Male,795753,1
1940,Robert,Male,758091,2
1940,John,Male,711578,3
1940,William,Male,556446,4
1940,Richard,Male,477458,5
1940,David,Male,426349,6
1940,Charles,Male,361747,7
1940,Thomas,Male,350760,8
1940,Michael,Male,336559,9
1940,Ronald,Male,282458,10
1940,Larry,Male,255899,11
1940,Donald,Male,247820,12
1940,Joseph,Male,230273,13
1940,Gary,Male,217762,14
1940,George,Male,209000,15
1940,Kenneth,Male,198542,16
1940,Paul,Male,183342,17
1940,Edward,Male,174789,18
1940,Jerry,Male,167244,19
1940,Dennis,Male,162109,20
1940,Frank,Male,119417,21
1940,Daniel,Male,112771,22
1940,Raymond,Male,109067,23
1940,Roger,Male,107597,24
1940,Stephen,Male,106803,25
1940,Gerald,Male,103340,26
1940,Walter,Male,83727,27
1940,Harold,Male,82172,28
1940,Steven,Male,81205,29
1940,Douglas,Male,80758,30
1940,Lawrence,Male,80453,31
1940,Terry,Male,76967,32
1940,Wayne,Male,75125,33
1940,Arthur,Male,73966,34
1940,Jack,Male,73921,35
1940,Carl,Male,72733,36
1940,Henry,Male,72481,37
1940,Willie,Male,72415,38
1940,Bruce,Male,72094,39
1940,Joe,Male,72013,40
1940,Peter,Male,69329,41
1940,Billy,Male,67827,42
1940,Roy,Male,65642,43
1940,Ralph,Male,64974,44
1940,Anthony,Male,64825,45
1940,Jimmy,Male,63522,46
1940,Albert,Male,60275,47
1940,Bobby,Male,58889,48
1940,Eugene,Male,57269,49
1940,Johnny,Male,57196,50
1940,Fred,Male,56666,51
1940,Harry,Male,56244,52
1940,Howard,Male,53528,53
1940,Mark,Male,50729,54
1940,Alan,Male,50303,55
1940,Louis,Male,49425,56
1940,Philip,Male,48731,57
1940,Patrick,Male,48616,58
1940,Dale,Male,46809,59
1940,Danny,Male,46655,60
1940,Stanley,Male,46263,61
1940,Leonard,Male,44284,62
1940,Timothy,Male,43504,63
1940,Gregory,Male,43223,64
1940,Samuel,Male,43126,65
1940,Ronnie,Male,42455,66
1940,Norman,Male,42163,67
1940,Ernest,Male,41760,68
1940,Russell,Male,41331,69
1940,Francis,Male,39517,70
1940,Melvin,Male,39232,71
1940,Earl,Male,39124,72
1940,Frederick,Male,39111,73
1940,Allen,Male,39049,74
1940,Bill,Male,37756,75
1940,Tommy,Male,37043,76
1940,Phillip,Male,36988,77
1940,Marvin,Male,36442,78
1940,Steve,Male,36284,79
1940,Don,Male,36253,80
1940,Clarence,Male,36197,81
1940,Barry,Male,36190,82
1940,Glenn,Male,35714,83
1940,Jim,Male,35631,84
1940,Eddie,Male,34805,85
1940,Mike,Male,34643,86
1940,Andrew,Male,34618,87
1940,Jeffrey,Male,34339,88
1940,Leroy,Male,33859,89
1940,Alfred,Male,31994,90
1940,Martin,Male,31403,91
1940,Lee,Male,30977,92
1940,Tom,Male,29884,93
1940,Ray,Male,29653,94
1940,Herbert,Male,28705,95
1940,Gene,Male,27739,96
1940,Bernard,Male,26445,97
1940,Theodore,Male,26246,98
1940,Curtis,Male,26004,99
1940,Keith,Male,25870,100
1950,James,Male,843711,1
1950,Michael,Male,837390,2
1950,Robert,Male,830337,3
1950,John,Male,797866,4
1950,David,Male,769870,5
1950,William,Male,591194,6
1950,Richard,Male,535408,7
1950,Thomas,Male,454350,8
1950,Mark,Male,382531,9
1950,Charles,Male,361162,10
1950,Steven,Male,333624,11
1950,Gary,Male,329915,12
1950,Joseph,Male,299978,13
1950,Donald,Male,273553,14
1950,Ronald,Male,271129,15
1950,Kenneth,Male,262798,16
1950,Paul,Male,253176,17
1950,Larry,Male,245669,18
1950,Daniel,Male,243695,19
1950,Stephen,Male,207263,20
1950,Dennis,Male,204247,21
1950,Timothy,Male,198285,22
1950,Edward,Male,188317,23
1950,Jeffrey,Male,184644,24
1950,George,Male,181026,25
1950,Gregory,Male,178435,26
1950,Kevin,Male,158999,27
1950,Douglas,Male,148187,28
1950,Terry,Male,140720,29
1950,Anthony,Male,136634,30
1950,Jerry,Male,136565,31
1950,Bruce,Male,136446,32
1950,Randy,Male,120529,33
1950,Brian,Male,112326,34
1950,Frank,Male,112324,35
1950,Scott,Male,111806,36
1950,Roger,Male,110146,37
1950,Raymond,Male,108928,38
1950,Peter,Male,102744,39
1950,Patrick,Male,96846,40
1950,Keith,Male,91225,41
1950,Lawrence,Male,91106,42
1950,Wayne,Male,88094,43
1950,Danny,Male,86641,44
1950,Alan,Male,83973,45
1950,Gerald,Male,82619,46
1950,Ricky,Male,79160,47
1950,Carl,Male,78748,48
1950,Christopher,Male,78301,49
1950,Dale,Male,75562,50
1950,Walter,Male,72188,51
1950,Craig,Male,69478,52
1950,Willie,Male,66455,53
1950,Johnny,Male,65781,54
1950,Arthur,Male,65719,55
1950,Steve,Male,64226,56
1950,Joe,Male,62621,57
1950,Randall,Male,62450,58
1950,Russell,Male,62392,59
1950,Jack,Male,62381,60
1950,Henry,Male,62229,61
1950,Harold,Male,62174,62
1950,Roy,Male,61841,63
1950,Andrew,Male,60964,64
1950,Philip,Male,60845,65
1950,Ralph,Male,60434,66
1950,Billy,Male,59278,67
1950,Glenn,Male,58706,68
1950,Stanley,Male,57159,69
1950,Jimmy,Male,54888,70
1950,Rodney,Male,54813,71
1950,Barry,Male,54803,72
1950,Samuel,Male,53762,73
1950,Eric,Male,53296,74
1950,Bobby,Male,53280,75
1950,Albert,Male,52834,76
1950,Phillip,Male,52457,77
1950,Ronnie,Male,51299,78
1950,Martin,Male,50986,79
1950,Mike,Male,48351,80
1950,Eugene,Male,48280,81
1950,Louis,Male,47923,82
1950,Howard,Male,47851,83
1950,Allen,Male,47313,84
1950,Curtis,Male,46316,85
1950,Jeffery,Male,45872,86
1950,Frederick,Male,44276,87
1950,Leonard,Male,43561,88
1950,Harry,Male,43333,89
1950,Micheal,Male,40915,90
1950,Tony,Male,40776,91
1950,Ernest,Male,39677,92
1950,Eddie,Male,38595,93
1950,Fred,Male,37451,94
1950,Darrell,Male,37255,95
1950,Jay,Male,36967,96
1950,Melvin,Male,36165,97
1950,Lee,Male,35822,98
1950,Matthew,Male,35796,99
1950,Vincent,Male,35349,100
1960,Michael,Male,833102,1
1960,David,Male,733964,2
1960,John,Male,713407,3
1960,James,Male,684765,4
1960,Robert,Male,650776,5
1960,Mark,Male,441400,6
1960,William,Male,421421,7
1960,Richard,Male,373902,8
1960,Thomas,Male,327078,9
1960,Jeffrey,Male,302019,10
1960,Steven,Male,290601,11
1960,Joseph,Male,283062,12
1960,Timothy,Male,276823,13
1960,Kevin,Male,271408,14
1960,Scott,Male,266839,15
1960,Brian,Male,258131,16
1960,Charles,Male,249399,17
1960,Paul,Male,242515,18
1960,Daniel,Male,242028,19
1960,Christopher,Male,237171,20
1960,Kenneth,Male,227514,21
1960,Anthony,Male,203144,22
1960,Gregory,Male,187498,23
1960,Ronald,Male,182169,24
1960,Donald,Male,172624,25
1960,Gary,Male,166027,26
1960,Stephen,Male,152225,27
1960,Eric,Male,152215,28
1960,Edward,Male,143979,29
1960,Douglas,Male,134996,30
1960,Todd,Male,128743,31
1960,Patrick,Male,122719,32
1960,George,Male,113020,33
1960,Keith,Male,112584,34
1960,Larry,Male,108582,35
1960,Matthew,Male,105962,36
1960,Terry,Male,101469,37
1960,Andrew,Male,97121,38
1960,Dennis,Male,94984,39
1960,Randy,Male,93882,40
1960,Jerry,Male,93549,41
1960,Peter,Male,92418,42
1960,Frank,Male,87163,43
1960,Craig,Male,84710,44
1960,Raymond,Male,81790,45
1960,Jeffery,Male,79522,46
1960,Bruce,Male,74640,47
1960,Rodney,Male,72192,48
1960,Mike,Male,71461,49
1960,Roger,Male,71442,50
1960,Tony,Male,70574,51
1960,Ricky,Male,66391,52
1960,Steve,Male,65629,53
1960,Jeff,Male,62078,54
1960,Troy,Male,61411,55
1960,Alan,Male,61391,56
1960,Carl,Male,60785,57
1960,Danny,Male,60718,58
1960,Russell,Male,60448,59
1960,Chris,Male,56353,60
1960,Bryan,Male,55300,61
1960,Gerald,Male,55297,62
1960,Wayne,Male,54755,63
1960,Joe,Male,53387,64
1960,Randall,Male,52045,65
1960,Lawrence,Male,51346,66
1960,Dale,Male,50420,67
1960,Phillip,Male,50389,68
1960,Johnny,Male,49840,69
1960,Vincent,Male,49475,70
1960,Martin,Male,49108,71
1960,Bradley,Male,48728,72
1960,Billy,Male,48464,73
1960,Glenn,Male,48093,74
1960,Shawn,Male,47792,75
1960,Jonathan,Male,47396,76
1960,Jimmy,Male,47394,77
1960,Sean,Male,47293,78
1960,Curtis,Male,47244,79
1960,Barry,Male,47220,80
1960,Bobby,Male,46389,81
1960,Walter,Male,45931,82
1960,Jon,Male,44881,83
1960,Philip,Male,44780,84
1960,Samuel,Male,44254,85
1960,Jay,Male,42716,86
1960,Jason,Male,42546,87
1960,Dean,Male,42527,88
1960,Jose,Male,42033,89
1960,Tim,Male,41584,90
1960,Roy,Male,40035,91
1960,Willie,Male,39820,92
1960,Arthur,Male,39617,93
1960,Darryl,Male,39194,94
1960,Henry,Male,39132,95
1960,Darrell,Male,38022,96
1960,Allen,Male,37699,97
1960,Victor,Male,36830,98
1960,Harold,Male,36740,99
1960,Greg,Male,36448,100
1970,Michael,Male,707458,1
1970,Christopher,Male,475526,2
1970,Jason,Male,462821,3
1970,David,Male,445842,4
1970,James,Male,444823,5
1970,John,Male,402715,6
1970,Robert,Male,397295,7
1970,Brian,Male,322747,8
1970,William,Male,283456,9
1970,Matthew,Male,277828,10
1970,Joseph,Male,244882,11
1970,Daniel,Male,244510,12
1970,Kevin,Male,212294,13
1970,Eric,Male,211529,14
1970,Jeffrey,Male,202894,15
1970,Richard,Male,202832,16
1970,Scott,Male,194594,17
1970,Mark,Male,194333,18
1970,Steven,Male,188123,19
1970,Thomas,Male,186810,20
1970,Timothy,Male,181294,21
1970,Anthony,Male,174907,22
1970,Charles,Male,163071,23
1970,Joshua,Male,140357,24
1970,Ryan,Male,139682,25
1970,Jeremy,Male,139336,26
1970,Paul,Male,136433,27
1970,Andrew,Male,132980,28
1970,Gregory,Male,115592,29
1970,Chad,Male,113553,30
1970,Kenneth,Male,111508,31
1970,Jonathan,Male,107949,32
1970,Stephen,Male,107841,33
1970,Shawn,Male,105801,34
1970,Aaron,Male,101500,35
1970,Adam,Male,91782,36
1970,Patrick,Male,91276,37
1970,Justin,Male,86571,38
1970,Sean,Male,83880,39
1970,Edward,Male,83460,40
1970,Todd,Male,83347,41
1970,Donald,Male,82443,42
1970,Ronald,Male,81742,43
1970,Benjamin,Male,81356,44
1970,Keith,Male,76708,45
1970,Bryan,Male,71366,46
1970,Gary,Male,68271,47
1970,Jose,Male,66381,48
1970,Nathan,Male,65884,49
1970,Douglas,Male,65173,50
1970,Nicholas,Male,65089,51
1970,Brandon,Male,65065,52
1970,George,Male,64766,53
1970,Travis,Male,64125,54
1970,Peter,Male,62352,55
1970,Craig,Male,58811,56
1970,Bradley,Male,58702,57
1970,Larry,Male,58147,58
1970,Dennis,Male,50562,59
1970,Shane,Male,50289,60
1970,Raymond,Male,49356,61
1970,Troy,Male,48859,62
1970,Jerry,Male,48357,63
1970,Samuel,Male,48107,64
1970,Frank,Male,46926,65
1970,Jesse,Male,44903,66
1970,Jeffery,Male,44571,67
1970,Juan,Male,43400,68
1970,Terry,Male,42436,69
1970,Corey,Male,41003,70
1970,Phillip,Male,39850,71
1970,Marcus,Male,39481,72
1970,Derek,Male,38330,73
1970,Rodney,Male,37455,74
1970,Joel,Male,37237,75
1970,Carlos,Male,36956,76
1970,Randy,Male,36544,77
1970,Jacob,Male,36374,78
1970,Jamie,Male,36299,79
1970,Tony,Male,35691,80
1970,Russell,Male,35476,81
1970,Brent,Male,35389,82
1970,Antonio,Male,33280,83
1970,Billy,Male,33224,84
1970,Derrick,Male,32865,85
1970,Kyle,Male,32657,86
1970,Erik,Male,32099,87
1970,Johnny,Male,32028,88
1970,Marc,Male,31840,89
1970,Carl,Male,31376,90
1970,Philip,Male,31375,91
1970,Roger,Male,29719,92
1970,Bobby,Male,29079,93
1970,Brett,Male,28933,94
1970,Danny,Male,28866,95
1970,Curtis,Male,28817,96
1970,Jon,Male,28698,97
1970,Vincent,Male,27651,98
1970,Cory,Male,27515,99
1970,Jimmy,Male,27105,100
1980,Michael,Male,663827,1
1980,Christopher,Male,554909,2
1980,Matthew,Male,459019,3
1980,Joshua,Male,396581,4
1980,David,Male,383739,5
1980,James,Male,356518,6
1980,Daniel,Male,345574,7
1980,Robert,Male,321686,8
1980,John,Male,321185,9
1980,Joseph,Male,299451,10
1980,Jason,Male,292129,11
1980,Justin,Male,289832,12
1980,Andrew,Male,285102,13
1980,Ryan,Male,278996,14
1980,William,Male,248305,15
1980,Brian,Male,234017,16
1980,Brandon,Male,232231,17
1980,Jonathan,Male,229969,18
1980,Nicholas,Male,223327,19
1980,Anthony,Male,211868,20
1980,Eric,Male,204256,21
1980,Adam,Male,195096,22
1980,Kevin,Male,188684,23
1980,Thomas,Male,177836,24
1980,Steven,Male,177462,25
1980,Timothy,Male,172849,26
1980,Richard,Male,154759,27
1980,Jeremy,Male,153430,28
1980,Jeffrey,Male,144811,29
1980,Kyle,Male,141950,30
1980,Benjamin,Male,141410,31
1980,Aaron,Male,138373,32
1980,Charles,Male,131924,33
1980,Mark,Male,129458,34
1980,Jacob,Male,124260,35
1980,Stephen,Male,113630,36
1980,Patrick,Male,111428,37
1980,Scott,Male,108168,38
1980,Nathan,Male,106002,39
1980,Paul,Male,104403,40
1980,Sean,Male,103871,41
1980,Travis,Male,102949,42
1980,Zachary,Male,101836,43
1980,Dustin,Male,97322,44
1980,Gregory,Male,93665,45
1980,Kenneth,Male,89124,46
1980,Jose,Male,86633,47
1980,Tyler,Male,86460,48
1980,Jesse,Male,85926,49
1980,Alexander,Male,82028,50
1980,Bryan,Male,80503,51
1980,Samuel,Male,73457,52
1980,Derek,Male,72926,53
1980,Bradley,Male,69362,54
1980,Chad,Male,69062,55
1980,Shawn,Male,65604,56
1980,Edward,Male,60838,57
1980,Jared,Male,60307,58
1980,Cody,Male,60287,59
1980,Jordan,Male,57172,60
1980,Peter,Male,56730,61
1980,Corey,Male,53612,62
1980,Keith,Male,52645,63
1980,Marcus,Male,51812,64
1980,Juan,Male,51445,65
1980,Donald,Male,50848,66
1980,Ronald,Male,46669,67
1980,George,Male,45719,68
1980,Phillip,Male,45710,69
1980,Cory,Male,44366,70
1980,Joel,Male,43576,71
1980,Shane,Male,43177,72
1980,Douglas,Male,41751,73
1980,Antonio,Male,41620,74
1980,Carlos,Male,41503,75
1980,Raymond,Male,41503,76
1980,Brett,Male,41299,77
1980,Gary,Male,40233,78
1980,Alex,Male,38714,79
1980,Nathaniel,Male,38653,80
1980,Craig,Male,38106,81
1980,Ian,Male,37782,82
1980,Luis,Male,37446,83
1980,Derrick,Male,36350,84
1980,Erik,Male,36347,85
1980,Casey,Male,35975,86
1980,Philip,Male,35741,87
1980,Frank,Male,33612,88
1980,Evan,Male,32483,89
1980,Gabriel,Male,32329,90
1980,Victor,Male,32283,91
1980,Vincent,Male,32064,92
1980,Austin,Male,31308,93
1980,Brent,Male,31286,94
1980,Larry,Male,31282,95
